Code_Filiere,Nom_Filiere,Universite,Etablissement,SDO_2023,SDO_2024,SDO_2025,Code_RIASEC,Taux_Employabilite,Croissance_Domaine,Alignment_National,source
INF066,"Licence en Informatique de Gestion","Université de Tunis El Manar","Faculté des Sciences Économiques et de Gestion de Tunis",153.1919,153.635,146.4884,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF067,"Licence en Sciences de Gestion","Université de Tunis El Manar","Faculté des Sciences Économiques et de Gestion de Tunis",129.1597,145.0278,124.976,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
INF068,"Licence en Anthropologie","Université de Tunis El Manar","Institut Supérieur des Sciences Humaines de Tunis",112.227,135.7937,104.0807,SIE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
INF069,"Licence en Archéologie","Université de Tunis El Manar","Institut Supérieur des Sciences Humaines de Tunis",91.5332,89.0707,104.0361,RIC,Faible,Déclin,Élevé,"Analyse sectorielle & OMQ"
INF070,"Licence en Espagnol","Université de Tunis El Manar","Institut Supérieur des Sciences Humaines de Tunis",,123.4834,146.0229,ASE,Moyen,Stable,Modéré,"Analyse sectorielle & OMQ"
INF071,"Licence en Italien","Université de Tunis El Manar","Institut Supérieur des Sciences Humaines de Tunis",174.6936,127.7152,133.1027,ASE,Moyen,Stable,Modéré,"Analyse sectorielle & OMQ"
INF072,"Licence en Allemand","Université de Tunis El Manar","Institut Supérieur des Sciences Humaines de Tunis",103.2015,122.4525,149.4202,ASE,Moyen,Stable,Modéré,"Analyse sectorielle & OMQ"
INF073,"Licence en Sociologie","Université de Tunis El Manar","Institut Supérieur des Sciences Humaines de Tunis",18.0531,113.9391,89.8136,SIE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
INF074,"Licence en Psychologie","Université de Tunis El Manar","Institut Supérieur des Sciences Humaines de Tunis",140.92,186.215,146.66,SIE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
INF075,"Licence en Arabe","Université de Tunis El Manar","Institut Supérieur des Sciences Humaines de Tunis",113.4896,104.0736,120.9368,ASE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
INF076,"Licence en Anglais","Université de Tunis El Manar","Institut Supérieur des Sciences Humaines de Tunis",138.0996,120.992,149.2222,ASE,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
INF077,"Licence en Français","Université de Tunis El Manar","Institut Supérieur des Sciences Humaines de Tunis",102.3027,113.2381,122.8788,ASE,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
INF078,"Filière préparatoire intégrée en Ingénierie Vétérinaire","Université de Tunis El Manar","Institut Supérieur des Technologies Médicales de Tunis",95.3948,116.965,124.845,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF079,"Licence en Ingénierie Vétérinaire","Université de Tunis El Manar","Institut Supérieur des Technologies Médicales de Tunis",133.2953,134.5739,131.289,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF080,"Licence en Sciences Informatiques","Université de Tunis El Manar","Institut Supérieur d'Informatique",199.0361,198.9933,192.5519,IRC,"Très Élevé",Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF081,"Licence en Ingénierie des Systèmes d'Informatique","Université de Tunis El Manar","Institut Supérieur d'Informatique",188.0204,188.0793,181.2527,IRC,"Très Élevé",Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF082,"Licence en Électronique Électrotechnique et Automatique","Université de Tunis El Manar","Institut Supérieur d'Informatique",190.83,189.385,182.8149,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF083,"Filière préparatoire scientifique","Université de Tunis El Manar","Institut Préparatoire aux Études d'Ingénieurs d'El Manar",164.73,178.665,170.91,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF084,Architecture,"Université de Carthage","École Nationale d'Architecture et d'Urbanisme de Tunis",140.18,140.21,134.73,RIC,Élevé,Stable,Élevé,"Analyse sectorielle & OMQ"
INF085,"Licence en Sciences de l'Éducation","Université de Carthage","Institut Supérieur des Cadres de l'Enfance de Carthage Dermech",106.42,104.95,105.4769,SIE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
INF086,"Licence en Mathématiques","Université de Carthage","Faculté des Sciences de Bizerte",153.0849,105.775,123.6064,IRC,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
INF087,"Filière préparatoire intégrée","Université de Carthage","Faculté des Sciences de Bizerte",182.8483,182.5333,177.8817,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF088,"Licence en Sciences Informatiques","Université de Carthage","Faculté des Sciences de Bizerte",168.675,169.52,154.57,IRC,"Très Élevé",Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF089,"Licence en Ingénierie des Systèmes d'Informatique","Université de Carthage","Faculté des Sciences de Bizerte",144.705,147.115,138.4259,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF090,"Licence en Technologies de l'Information et de la Communication","Université de Carthage","Faculté des Sciences de Bizerte",127.0567,128.1058,123.6,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF091,"Licence en Électronique Électrotechnique et Automatique","Université de Carthage","Faculté des Sciences de Bizerte",124.6497,118.4597,130.015,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF092,"Filière préparatoire intégrée: Maths-Physique et Informatique","Université de Carthage","Institut National des Sciences Appliquées et de Technologie de Tunis",195.485,196.0567,192.1783,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF093,"Filière préparatoire scientifique","Université de Carthage","Institut Préparatoire aux Études d'Ingénieurs de Nabeul",151.77,156.42,161.065,IRC,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
INF094,"Licence en Droit","Université de Carthage","Faculté des Sciences Juridiques Politiques et Sociales de Tunis",138.6613,127.116,138.8218,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
INF095,"Licence en Informatique de Gestion","Université de Carthage","Institut des Hautes Études Commerciales de Carthage",184.8051,184.2754,175.9562,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF096,"Licence en Sciences de Gestion","Université de Carthage","Institut des Hautes Études Commerciales de Carthage",173.4042,150.0194,162.0194,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
INF097,"Licence en Sciences du Travail","Université de Carthage","Institut National du Travail et des Études Sociales de Tunis",100.7602,107.92,105.29,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
INF098,"Licence en Sciences de Gestion","Université de Carthage","Institut National du Travail et des Études Sociales de Tunis",119.8614,122.5525,129.3523,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
INF099,"Licence en Russe","Université de Carthage","Institut Supérieur des Langues de Tunis",,116.4067,113.6183,ASE,"Très Faible",Stable,Modéré,"Analyse sectorielle & OMQ"
INF100,"Licence en Espagnol","Université de Carthage","Institut Supérieur des Langues de Tunis",,134.4776,132.6747,ASE,Moyen,Stable,Modéré,"Analyse sectorielle & OMQ"
INF101,"Licence en Italien","Université de Carthage","Institut Supérieur des Langues de Tunis",94.6362,105.3164,109.017,ASE,Moyen,Stable,Modéré,"Analyse sectorielle & OMQ"
INF102,"Licence en Allemand","Université de Carthage","Institut Supérieur des Langues de Tunis",139.3622,95.9362,105.7199,ASE,Moyen,Stable,Modéré,"Analyse sectorielle & OMQ"
INF103,"Licence en Arabe","Université de Carthage","Institut Supérieur des Langues de Tunis",,93.1648,111.906,ASE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
INF104,"Licence en Anglais","Université de Carthage","Institut Supérieur des Langues de Tunis",152.047,122.4134,134.162,ASE,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
INF105,"Licence en Français","Université de Carthage","Institut Supérieur des Langues de Tunis",101.055,102.03,104.2338,ASE,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
INF106,"Licence en Arts Plastiques","Université de Carthage","Institut Supérieur des Beaux-Arts de Nabeul",95.2407,80.1382,90.9267,ARE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
INF107,"Licence en Design d'Espace","Université de Carthage","Institut Supérieur des Beaux-Arts de Nabeul",108.505,107.125,102.6933,ARE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
INF108,"Licence en Design de Produit","Université de Carthage","Institut Supérieur des Beaux-Arts de Nabeul",90.1469,82.9999,81.7185,ARE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
INF109,"Licence en Design d'Image","Université de Carthage","Institut Supérieur des Beaux-Arts de Nabeul",93.63,94.5484,96.855,ARE,Élevé,Croissance,Élevé,"Analyse sectorielle & OMQ"
INF110,"Licence en Informatique de Gestion","Université de Carthage","Faculté des Sciences Économiques et de Gestion de Nabeul",125.945,123.85,128.245,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF111,"Licence en Sciences de Gestion","Université de Carthage","Faculté des Sciences Économiques et de Gestion de Nabeul",113.41,116.3197,116.105,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
INF112,"Licence en Sciences Informatiques","Université de Carthage","Institut Supérieur des Sciences Appliquées et de Technologie de Mateur",150.465,157.735,143.8134,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF113,"Licence en Ingénierie des Systèmes d'Informatique","Université de Carthage","Institut Supérieur des Sciences Appliquées et de Technologie de Mateur",132.38,138.2975,130.69,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF114,"Licence en Technologies de l'Information et de la Communication","Université de Carthage","Institut Supérieur des Sciences Appliquées et de Technologie de Mateur",119.0517,120.1133,117.3833,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF115,"Licence en Électronique Électrotechnique et Automatique","Université de Carthage","Institut Supérieur des Sciences Appliquées et de Technologie de Mateur",116.5016,110.1458,118.9412,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF116,"Licence en Génie Civil","Université de Carthage","Institut Supérieur des Technologies de l'Environnement de l'Urbanisme et du Bâtiment",132.8423,112.2733,133.5253,RIC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF117,"Filière préparatoire scientifique","Université de Carthage","Institut Préparatoire aux Études d'Ingénieurs de Bizerte",132.98,148.16,150.115,IRC,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
INF118,"Licence en Arabe","Université de Carthage","Institut Supérieur des Langues de Nabeul",107.2432,107.0287,86.915,ASE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
INF119,"Licence en Anglais","Université de Carthage","Institut Supérieur des Langues de Nabeul",129.0046,136.3555,119.4744,ASE,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
INF120,"Licence en Français","Université de Carthage","Institut Supérieur des Langues de Nabeul",99.595,103.345,109.4987,ASE,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
INF121,"Licence en Italien","Université de Carthage","Institut Supérieur des Langues de Nabeul",,117.05,114.7023,ASE,Moyen,Stable,Modéré,"Analyse sectorielle & OMQ"
INF122,"Licence en Mathématiques Appliquées","Université de Carthage","Institut Supérieur des Sciences et Technologies de l'Environnement de Borj Cédria",118.005,115.8115,124.3608,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF123,"Licence en Tourisme","Université de Carthage","Institut Supérieur des Études Touristiques et Hôtelières de Sidi Dhrif",99.6235,89.5268,100.76,ECS,Moyen,Croissance,Élevé,"Analyse sectorielle & OMQ"
INF124,"Licence en Hôtellerie","Université de Carthage","Institut Supérieur des Études Touristiques et Hôtelières de Sidi Dhrif",95.35,90.955,102.795,ECR,Moyen,Croissance,Élevé,"Analyse sectorielle & OMQ"
INF125,"Licence en Informatique de Gestion","Université de Carthage","Institut Supérieur de Gestion de Bizerte",140.295,138.075,131.115,CIE,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF126,"Licence en Sciences de Gestion","Université de Carthage","Institut Supérieur de Gestion de Bizerte",123.0768,115.61,119.86,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
INF127,"Licence en Technologies de l'Information et de la Communication","Université de Carthage","Institut Supérieur des Technologies de l'Information et de la Communication de Borj Cédria",147.6814,145.5682,137.7625,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF128,"Licence en Ingénierie des Systèmes d'Informatique","Université de Carthage","Institut Supérieur des Technologies de l'Information et de la Communication de Borj Cédria",170.9379,168.509,157.4024,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF129,"Licence en Électronique Électrotechnique et Automatique","Université de Carthage","Institut Supérieur des Technologies de l'Information et de la Communication de Borj Cédria",167.7279,168.204,152.352,IRC,Élevé,Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF130,"Licence en Sciences Informatiques","Université de Carthage","Institut Supérieur des Technologies de l'Information et de la Communication de Borj Cédria",187.8011,188.6731,173.6503,IRC,"Très Élevé",Croissance,"Très Élevé","Analyse sectorielle & OMQ"
INF131,"Licence en Sciences Religieuses","Université de Zitouna","Institut Supérieur de Théologie de Tunis",96.8166,98.2669,101.165,SIE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
INF132,"Licence en Arts du Patrimoine Islamique","Université de Zitouna","Institut Supérieur de Théologie de Tunis",,85.4498,101.1816,ARE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
INF133,"Licence en Sciences Islamiques","Université de Zitouna","Institut Supérieur de Civilisation Islamique de Tunis",102.037,113.7678,96.12,SIE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
INF134,"Licence en Droit","Université de Sousse","Faculté de Droit et des Sciences Politiques de Sousse",133.875,97.9233,119.215,ECI,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
INF135,"Licence en Arabe","Université de Sousse","Faculté des Lettres et des Sciences Humaines de Sousse",,134.2797,116.625,ASE,Faible,Stable,Modéré,"Analyse sectorielle & OMQ"
INF136,"Licence en Anglais","Université de Sousse","Faculté des Lettres et des Sciences Humaines de Sousse",128.935,126.615,125.28,ASE,Moyen,Stable,Élevé,"Analyse sectorielle & OMQ"
